Time,Event
0,Patient exit
30,Heart rate monitoring
60,Arterial pressure monitoring
90,Oxygen saturation monitoring
120,BIS monitoring
150,Venous route installation
390,Bair hugger
450,CEFAZOLINE
600,Oxygenation
780,SUFENTANIL
810,PROPOFOL
840,ATRACURIUM
870,Ocular occlusion
1230,Intubation
1380,SEVOFLURANE
1410,Controlled ventilation
1440,Oxygen 30%
1470,Pulmonar auscultation
1500,Intubation ballon presure check
1530,Lung volume recruitment
1620,Temperature monitoring
1890,Pulmonar auscultation
1920,Points of support check
2010,SEVOFLURANE
2070,SUFENTANIL
2130,Incision
2490,Ubumbilical trocar
2550,Pneumoperitoneum inflation
2670,Pulmonar auscultation
2700,Lung volume recruitment
3000,Preperitoneal space dissection
3180,ATRACURIUM
3330,Spermatic cord dissection
3570,Hernia space dissection
3870,SUFENTANIL
5040,Prosthetics setting
6960,Pneumoperitoneum déflation
7080,Closing
7440,Bandage
7470,SEVOFLURANE stop
8340,Decurarization check
8520,Decurarization
8880,Patient exit
