Time,Event
0,Patient exit
30,Heart rate monitoring
60,Arterial pressure monitoring
90,Oxygen saturation monitoring
120,BIS monitoring
150,Venous route installation
390,Bair hugger
450,CEFAZOLINE
660,Oxygenation
840,SUFENTANIL
870,PROPOFOL
900,ATRACURIUM
930,Ocular occlusion
1230,Intubation
1500,SEVOFLURANE
1530,Controlled ventilation
1560,Oxygen 30%
1590,Pulmonar auscultation
1620,Intubation ballon presure check
1650,Lung volume recruitment
1740,Temperature monitoring
2010,Pulmonar auscultation
2040,Points of support check
2190,SEVOFLURANE
2220,SUFENTANIL
2280,Incision
2340,Ubumbilical trocar
2400,Pneumoperitoneum inflation
2460,Pulmonar auscultation
2490,Lung volume recruitment
2790,Preperitoneal space dissection
3120,Spermatic cord dissection
3330,ATRACURIUM
3360,Hernia space dissection
3660,SUFENTANIL
4590,Prosthetics setting
6450,Pneumoperitoneum déflation
6630,Closing
6930,Bandage
6960,SEVOFLURANE stop
7590,Decurarization check
7770,Decurarization
8250,Patient exit
