Time,FC,PAS,PAM,PAD
-1,73,117,83,89
0,80.3,128.7,91.3,89
30,79.6864,127.67,89.1562,89
60,81.5634,127.739,89.497,89
90,79.487,125.634,90.2266,89
120,80.9025,129.661,92.0971,89
150,87.0782,127.889,101.858,89
180,88.9041,127.298,101.895,89
210,88.7325,128.559,102.015,89
240,89.1718,129.442,98.8807,89
270,82.1238,126.593,91.9306,89
300,80.3888,130.258,92.7841,89
330,81.3626,126.068,91.8198,89
360,81.261,127.345,92.7173,89
390,80.952,129.388,92.0452,89
420,81.8578,128.492,89.5608,89
450,83.8102,128.184,91.3536,89.7838
480,80.8443,126.471,87.6075,87.3507
510,83.418,127.206,92.2482,90.5703
540,79.8946,129.72,92.9131,89.2208
570,83.9422,127.889,92.2679,89.3245
600,81.1873,129.565,91.2364,87.971
630,81.0379,127.953,91.5592,87.2262
660,81.2718,133.004,90.6884,88.719
690,81.1648,133.857,87.7936,90.4201
720,78.1995,128.49,90.3794,89.1986
750,79.4369,128.494,91.558,89.3725
780,80.7497,127.631,90.9472,90.4897
810,79.4991,127.728,89.7793,88.9127
840,80.0389,128.88,92.8919,88.3461
870,80.8479,130.099,92.8244,88.386
900,81.1499,134.217,96.0329,89.1623
930,78.8391,100.447,73.0391,71.8784
960,79.9626,98.7415,67.3319,70.4158
990,74.3985,106.143,68.7324,72.9001
1020,74.6108,98.6247,70.2099,72.0592
1050,78.5199,99.9823,73.4146,71.1394
1080,76.6201,99.6636,72.2342,69.5451
1110,71.9067,99.9309,73.6588,71.9077
1140,74.9053,104.696,72.6162,68.5903
1170,74.6388,103.308,69.1049,73.9424
1200,72.6276,101.107,71.836,76.0105
1230,74.3126,99.3475,75.3751,69.4781
1260,72.1439,105.909,71.2,90.581
1290,74.0131,105.914,70.1942,92.4716
1320,71.2165,129.31,93.149,88.7098
1350,73.5612,131.757,91.2528,92.3286
1380,70.6825,127.753,84.2441,85.8784
1410,73.9287,128.941,93.0378,90.4318
1440,70.6744,125.172,87.8317,89.3436
1470,71.7118,128.609,88.2712,89.6224
1500,68.2243,121.977,88.2189,87.2216
1530,72.9124,127.105,87.3751,87.962
1560,73.8265,132.962,91.0674,88.8033
1590,68.5244,125.014,93.7952,91.0995
1620,71.2524,126.3,92.4217,86.0478
1650,75.2149,131.047,92.0122,89.6577
1680,72.7639,130.046,90.0107,89.8298
1710,76.1257,132.605,92.3015,92.9396
1740,74.3943,132.729,90.4411,86.0383
1770,76.1313,130.427,89.7172,90.9252
1800,71.651,128.505,92.3964,90.8534
1830,73.1654,125.672,90.8379,87.7276
1860,70.8604,127.178,88.9812,85.5685
1890,68.8909,128.65,92.5233,89.8772
1920,69.9799,127.026,93.8703,92.2039
1950,70.0508,127.005,92.3439,86.4479
1980,73.5596,91.9479,60.2566,81.7613
2010,64.1991,94.2476,43.6159,71.9398
2040,63.4618,98.6282,45.1321,63.3589
2070,60.1347,92.477,46.0491,61.4614
2100,63.7259,94.3756,41.5801,64.7386
2130,62.6367,86.4477,43.0863,61.2154
2160,65.394,93.5855,47.3927,62.883
2190,63.0343,93.0533,41.8772,67.2935
2220,67.2328,87.0484,56.7137,64.819
2250,69.2876,90.4562,57.9614,60.8201
2280,66.9849,89.4045,54.7345,59.3099
2310,66.7051,89.1425,61.2109,61.9188
2340,66.3408,85.6198,57.5938,66.2233
2370,63.5083,86.9306,59.3731,60.6143
2400,67.6933,90.959,58.1562,62.8516
2430,68.0286,92.0887,60.1961,60.014
2460,66.8348,92.0199,60.2937,63.2382
2490,68.3152,93.382,55.5349,62.7533
2520,67.7045,89.5815,63.3119,65.1788
2550,61.7974,59.6696,39.0014,57.4122
2580,59.4438,62.9886,41.1883,53.8906
2610,59.7723,63.3274,39.8842,44.695
2640,62.0067,65.3135,38.8956,42.5869
2670,61.1031,63.9278,44.0696,47.3905
2700,58.54,60.6299,43.156,42.4609
2730,64.1258,64.3533,47.8881,43.2661
2760,65.3197,63.1441,46.1026,47.9346
2790,64.4621,63.2355,48.7532,44.8821
2820,60.9654,60.5689,43.4397,42.6764
2850,62.4435,68.3453,46.9014,41.6126
2880,60.6766,60.7239,44.8366,41.7944
2910,64.587,66.3891,42.4305,45.9482
2940,61.3788,65.1601,41.8132,45.4014
2970,61.9572,62.2989,43.9956,39.5851
3000,62.7462,69.1483,47.9084,39.9641
3030,59.6752,63.3706,46.4105,41.4473
3060,62.9614,66.469,45.5632,41.3483
3090,60.6834,66.6036,48.026,49.259
3120,58.6669,67.525,43.0639,39.5915
3150,62.3704,66.4428,40.2796,43.978
3180,63.8974,66.7231,47.7709,45.371
3210,64.9405,60.5349,42.1909,42.9652
3240,63.2583,67.3558,43.2288,44.5204
3270,65.8441,66.1164,45.4675,47.0482
3300,63.0143,68.6347,44.521,40.6321
3330,66.7462,66.3439,42.8872,40.737
3360,67.5214,65.9672,41.0007,44.1687
3390,63.5853,66.7675,46.1106,44.0292
3420,67.2671,60.7811,46.8189,39.8415
3450,68.0306,60.6774,43.5085,48.7892
3480,71.9661,71.4689,47.092,46.2959
3510,89.2713,79.4787,54.305,39.7465
3540,89.8003,78.8485,56.061,45.7043
3570,76.4388,60.4429,51.2268,41.0047
3600,77.207,61.7369,49.4392,43.4797
3630,75.3889,64.8525,53.3625,37.2984
3660,75.5437,55.5926,55.2442,48.5833
3690,76.6041,61.3638,56.3436,42.3681
3720,73.8326,59.3405,50.5151,41.3635
3750,72.663,60.1083,56.1589,41.8878
3780,74.4685,65.6671,55.8376,39.4392
3810,71.8761,59.9747,54.3017,40.8193
3840,77.1519,63.6697,51.2328,40.2045
3870,74.8058,64.8828,50.3171,46.1402
3900,76.5796,66.4475,54.607,41.3457
3930,74.6171,61.4436,53.9872,42.6752
3960,73.598,55.4235,50.0086,39.2163
3990,71.5677,62.4277,48.7859,41.6236
4020,74.1942,60.8817,52.0206,43.67
4050,76.3685,61.4154,47.5048,41.9098
4080,74.5738,63.3351,52.1292,36.5731
4110,74.6778,60.2585,55.3492,41.6632
4140,75.5421,62.4214,52.1762,41.4021
4170,72.4087,63.8133,47.347,37.4183
4200,72.7487,60.6715,49.8767,39.836
4230,75.4628,63.9928,49.319,41.7178
4260,74.7824,59.4166,51.9516,41.0775
4290,72.0886,60.1327,48.338,41.2616
4320,72.2613,60.5829,52.9494,40.5445
4350,73.4356,66.8055,53.4592,39.032
4380,75.6075,64.3458,55.1421,39.5147
4410,72.8545,67.1406,55.1426,40.8507
4440,73.3676,60.1481,55.3659,40.1743
4470,72.9589,62.4203,52.8091,40.667
4500,74.1787,55.1163,46.3443,41.1113
4530,76.3849,62.3066,50.0509,43.3693
4560,74.0659,60.8034,57.732,38.4821
4590,73.7454,60.7612,53.702,41.7182
4620,74.5333,59.9565,50.4131,41.107
4650,74.7349,63.0584,56.0129,45.2405
4680,72.0279,64.581,49.4677,41.2237
4710,74.177,63.1657,54.5239,37.4631
4740,74.4441,63.6675,53.1107,38.1803
4770,75.5266,61.9256,49.9203,41.2099
4800,73.972,57.5946,49.8954,44.1728
4830,76.7089,61.0153,49.9933,43.9102
4860,74.2015,64.493,52.2639,40.5984
4890,77.082,59.4078,52.1973,39.6676
4920,74.3533,64.1079,51.5776,38.6185
4950,76.4701,62.4588,51.9711,37.5654
4980,73.2682,64.379,56.2532,40.5247
5010,73.6932,60.2139,53.0104,43.2941
5040,77.6367,62.1208,48.2807,39.8363
5070,78.3203,57.5883,48.0584,40.4237
5100,78.2403,65.3393,54.5833,41.1946
5130,80.0549,62.3168,52.9174,40.296
5160,80.0695,62.3176,49.1046,39.6241
5190,78.5235,64.4605,46.9477,40.6768
5220,80.9372,59.6764,52.5332,40.5298
5250,80.0537,58.6819,50.2496,42.539
5280,79.5819,60.8102,51.5853,38.9734
5310,80.2407,61.9384,52.9735,39.6274
5340,78.188,64.3692,51.3804,45.8572
5370,77.6689,57.1074,52.2638,46.3351
5400,80.0459,56.1831,56.1818,44.7015
5430,82.7373,61.9792,54.761,43.0103
5460,79.7152,61.0059,54.4332,43.8927
5490,81.6516,60.5403,53.7861,44.4294
5520,95.039,73.2286,58.1207,42.8361
5550,97.7189,74.2999,59.6244,44.2579
5580,92.584,78.9387,63.8826,43.4823
5610,94.3821,74.6284,61.8078,43.0454
5640,93.9842,73.8991,57.4795,40.6209
5670,95.9741,75.3777,64.8766,43.2192
5700,96.9726,72.0561,60.4463,40.3559
5730,95.0762,73.9763,57.1665,42.2271
5760,95.4957,74.4292,59.2965,42.0724
5790,93.3708,73.7371,62.5056,40.4673
5820,97.3657,74.5094,58.7292,46.2786
5850,101.611,81.2747,64.0026,44.0932
5880,98.813,80.6576,65.1122,44.1646
5910,102.065,83.0849,61.0092,41.9153
5940,102.457,82.0022,63.1354,40.7222
5970,100.305,79.5446,62.8972,41.4326
6000,100.341,80.7591,63.0967,40.8797
6030,102.305,79.8745,65.6513,41.8089
