Time,FC,PAS,PAM,PAD
-1,84,129,93,89
0,92.4,141.9,102.3,89
30,90.8841,140.934,102.879,89
60,91.7992,140.719,104.601,89
90,90.7025,142.585,101.803,89
120,94.3198,140.788,104.112,89
150,102.792,139.187,113.971,89
180,101.676,141.922,114.26,89
210,99.5567,138.385,100.259,89
240,103.971,143.116,103.758,89
270,90.2569,141.184,103.439,89
300,93.47,143.132,104.639,89
330,91.3431,140.914,100.646,89
360,93.3388,138.579,102.98,89
390,90.7767,141.051,103.874,89
420,94.1666,142.691,100.921,89
450,92.4142,143.732,99.7066,89.7484
480,91.4356,141.152,101.538,88.6507
510,91.9516,144.566,102.529,89.6552
540,92.1735,144.708,103.065,88.8804
570,92.0062,143.032,98.244,88.967
600,90.2723,137.443,102.418,88.9654
630,91.0623,144.783,100.968,87.8805
660,92.1746,146.636,105.516,88.9663
690,92.1514,147.602,103.334,90.3388
720,93.5683,142.853,104.66,90.3994
750,90.786,140.48,103.957,90.3959
780,91.9173,140.573,101.545,89.7798
810,90.7234,140.993,102.682,89.649
840,92.1974,144.076,104.85,88.1198
870,89.7403,116.078,82.9476,71.6876
900,92.8036,112.722,80.9245,72.8103
930,89.7299,111.176,81.0885,72.0337
960,88.7037,112.117,84.7841,71.6321
990,85.0501,113.817,83.8718,69.7382
1020,85.0334,107.478,79.4883,69.3206
1050,83.9266,118.708,83.9841,72.2129
1080,85.5,116.072,84.7604,72.6992
1110,84.2524,116.768,84.1521,70.7143
1140,80.5175,115.133,80.3661,89.768
1170,81.6544,108.321,81.4822,89.4232
1200,83.5182,115.131,81.079,86.0126
1230,84.5008,113.466,81.5534,89.3356
1260,86.2458,140.961,102.904,91.3674
1290,80.573,149.34,102.31,89.2734
1320,85.871,143.737,105.9,89.1263
1350,84.0997,142.919,97.4069,89.3132
1380,83.0183,147.02,102.178,88.6905
1410,85.3168,135.435,104.341,89.3713
1440,82.5795,140.365,103.865,88.1022
1470,84.2085,140.845,100.324,90.3801
1500,83.9863,140.852,103.258,86.3759
1530,85.3424,141.554,102.793,90.2162
1560,83.9543,142.246,104.112,88.6453
1590,85.8021,138.955,100.817,91.5893
1620,74.3064,120.232,72.9566,75.5152
1650,67.4763,101.985,49.1417,59.9242
1680,70.5118,100.131,48.72,60.8743
1710,66.146,95.5732,47.0492,63.6558
1740,68.9146,99.951,48.3972,61.415
1770,67.0977,98.8283,47.3888,60.4729
1800,67.3564,99.0925,51.5812,61.4825
1830,68.1998,101.839,51.1045,60.9293
1860,74.908,94.8137,70.8231,61.5868
1890,74.3148,101.589,66.4403,63.7347
1920,72.2077,95.9566,69.6843,61.5373
1950,72.1003,94.4869,71.1773,63.4463
1980,73.6692,103.047,67.4014,58.2332
2010,72.3898,102.252,71.6612,60.6679
2040,73.109,101.83,69.6986,60.339
2070,72.4678,100.509,70.6581,62.246
2100,72.7421,97.8683,72.5145,60.6632
2130,72.6646,98.8241,71.8485,62.758
2160,74.3229,98.9338,67.153,60.1676
2190,74.8635,101.17,71.3449,62.9872
2220,72.6393,94.5991,71.1257,62.7899
2250,67.7405,80.1365,46.7209,53.5677
2280,67.0483,69.9372,46.6341,39.8166
2310,67.2728,67.2624,47.0597,46.0101
2340,63.5278,65.3055,49.9706,42.7462
2370,69.4443,81.5494,51.0254,44.5347
2400,70.7605,75.5452,54.8821,42.8283
2430,70.324,74.0813,55.0818,45.4154
2460,71.9329,71.9494,54.6686,42.8569
2490,70.1535,68.5756,56.0361,45.2348
2520,68.2522,72.1075,52.1454,41.3988
2550,65.4995,77.0763,50.1627,40.0527
2580,65.3184,70.3532,57.2543,42.2579
2610,66.6918,68.794,51.7756,38.8209
2640,66.0955,78.8857,58.4228,43.1076
2670,81.4959,94.1916,65.7814,42.2784
2700,79.5915,91.0967,67.6463,42.0517
2730,67.1028,75.9532,56.2478,44.8885
2760,69.4313,77.8049,53.0691,40.5322
2790,68.8756,77.0201,51.5369,44.4793
2820,69.4794,79.7286,51.4713,45.6443
2850,66.7888,78.5458,53.8777,42.9972
2880,70.831,80.1928,49.0035,42.2392
2910,69.1894,76.0163,55.1853,42.7019
2940,68.9417,74.6897,55.3843,40.827
2970,70.1364,76.5905,51.4314,43.1294
3000,71.7865,77.4615,49.9069,42.6429
3030,67.3403,80.4492,51.2495,42.8332
3060,69.5794,77.8568,53.1536,41.7981
3090,68.9808,77.2718,50.6238,44.1198
3120,70.924,79.5393,52.5266,42.5556
3150,68.9843,78.5974,52.7508,40.6496
3180,69.4634,72.5101,54.4906,44.4653
3210,69.2232,77.2277,50.7986,43.3402
3240,68.0217,73.3048,50.7452,41.5382
3270,70.9919,74.4629,54.8151,43.0986
3300,82.0281,84.053,62.9353,43.2594
3330,81.4625,87.4769,64.9485,41.6625
3360,82.1205,89.1621,66.4873,41.879
3390,83.8157,90.642,68.1719,44.5893
3420,81.7295,87.2424,64.6398,43.1285
3450,83.8058,88.0648,66.6435,46.5106
3480,82.5496,88.5713,65.6034,41.0767
3510,80.9328,87.1666,64.3692,39.5154
3540,83.1586,88.221,65.0089,44.0557
3570,85.3819,90.9103,59.4174,39.0691
3600,86.6926,89.3292,64.6228,43.8457
3630,86.1427,85.6466,65.9407,44.1181
3660,94.0234,89.7087,71.2491,39.0536
3690,92.7334,89.1215,71.6301,42.4917
3720,94.0038,89.8999,72.6341,39.4882
3750,95.7049,91.9004,70.8327,44.4176
3780,95.6074,94.3354,73.5447,40.9931
3810,97.1202,94.9975,73.3657,43.1104
3840,98.2177,96.1559,71.7143,42.9793
3870,98.013,93.5905,71.6977,40.9332
3900,102.82,93.3902,72.9831,39.6052
3930,103.598,95.7314,72.0482,43.1051
3960,103.543,101.928,69.5727,44.2293
3990,103.382,95.006,72.8618,41.5366
4020,103.259,96.8795,72.1137,39.7633
4050,104.059,94.0803,75.5493,42.7737
4080,102.295,93.6602,77.0423,38.1858
4110,103.947,97.4269,75.8092,38.0997
4140,101.309,96.9084,77.0249,38.2024
4170,103.228,97.622,71.7247,41.3728
4200,102.94,93.4342,74.0964,39.0924
4230,101.526,100.525,74.4718,40.9154
4260,101.073,101.047,72.873,38.7643
