Time,FC,PAS,PAM,PAD
-1,71,109,82,67
0,78.1,119.9,90.2,67
30,79.8689,122.508,91.8322,67
60,77.2001,120.907,89.6936,67
90,76.9073,118.428,91.2678,67
120,77.5441,117.795,88.1856,67
150,84.1976,119.04,99.2289,67
180,84.6833,117.382,98.844,67
210,84.6586,121.153,97.6384,67
240,84.9834,117.272,99.3859,67
270,80.0359,119.566,91.058,67
300,76.5899,117.376,89.2663,67
330,77.4453,117.087,89.465,67
360,76.845,119.237,89.3571,67
390,79.0563,122.051,90.603,67
420,79.8093,117.212,92.0229,67
450,77.3706,118.816,88.06,66.2564
480,78.1147,122.166,89.9813,67.6844
510,76.4792,121.771,90.145,68.4598
540,76.1822,119.478,92.0669,65.9399
570,79.5557,119.158,88.9788,67.3583
600,79.109,124.982,90.6967,66.6409
630,78.5163,117.05,90.622,68.5665
660,78.4771,123.594,92.8827,68.27
690,78.029,117.438,91.1573,65.7164
720,77.8927,120.013,92.4391,66.2851
750,76.5059,120.057,90.518,67.9145
780,78.1052,122.875,90.4281,66.2955
810,75.7394,97.8002,69.6255,52.7621
840,76.371,95.6768,69.5028,50.1619
870,73.4827,94.4176,73.8201,55.7125
900,77.9679,95.7915,73.6786,53.4195
930,76.9171,90.785,70.3081,52.657
960,74.153,103.135,73.362,51.6609
990,70.2513,98.5234,76.9216,55.16
1020,71.231,96.2425,73.7847,52.2442
1050,71.3229,96.0764,77.1306,51.9128
1080,76.0419,97.1819,73.9767,53.6429
1110,71.6382,98.7486,76.4344,53.0841
1140,73.5473,92.8592,93.9348,67.9782
1170,65.8468,95.06,91.0428,67.4605
1200,72.9315,113.417,95.2388,68.3262
1230,71.5809,120.359,86.3884,68.2346
1260,71.2005,123.319,91.2079,68.9639
1290,66.0403,119.306,88.5714,69.6262
1320,70.7213,85.4139,60.971,57.0796
1350,62.0549,81.2344,41.6275,47.181
1380,59.682,84.0804,45.8873,43.0429
1410,58.6117,81.5919,40.7076,45.5802
