Time,FC,PAS,PAM,PAD
-1,71,97,90,85
0,78.1,106.7,99,85
120,78.0752,107.253,101.058,85
240,84.0397,104.584,101.428,85
360,79.6581,105.92,99.7992,85
480,75.9844,109.159,95.9592,87.0795
600,77.7897,109.346,101.701,86.0407
720,78.2686,104.88,95.6451,86.1516
840,73.1849,104.584,98.1608,82.0787
960,74.2983,81.2513,71.9749,70.2128
1080,72.3556,82.0402,78.1676,69.7098
1200,69.9768,106.377,103.719,87.0457
1320,70.6117,104.739,97.0749,86.3326
1440,60.8251,80.4367,37.699,61.7579
1560,61.2755,70.7979,41.8651,57.4154
1680,62.7698,70.49,66.5759,59.9765
1800,65.0314,68.4175,63.1858,59.3231
1920,66.2376,64.5319,58.8531,57.1646
2040,58.981,54.2678,49.0995,41.5239
2160,64.943,60.8996,52.477,48.2169
2280,63.3018,48.7375,50.3111,44.1678
2400,59.5341,49.0332,53.1517,44.8145
2520,73.3033,70.0341,67.4651,45.1479
2640,61.5876,63.4775,66.8755,37.8947
2760,60.7215,68.4223,57.8069,45.8091
2880,62.0944,61.7262,64.1821,41.0575
3000,63.2904,67.2589,60.2286,41.2009
3120,59.9342,65.0133,58.3796,42.6982
3240,62.0791,68.8698,59.9223,41.7288
3360,66.1555,68.6787,61.1629,38.4822
3480,79.8496,75.9706,67.116,45.8508
3600,80.4646,76.2374,65.2837,42.654
3720,82.4479,70.0583,68.4511,45.1309
3840,90.4329,75.6177,68.9709,40.1001
3960,87.7005,63.9248,71.9971,44.5646
4080,92.8339,71.9806,76.3895,44.3499
4200,93.6324,63.4442,75.262,41.1342
4320,92.0304,66.8404,76.4526,46.2137
4440,88.2355,61.2784,73.3139,48.0137
4560,89.4234,62.2253,76.1439,44.4051
4680,85.5172,67.5238,76.6253,45.4101
4800,88.9747,63.5144,75.3098,42.8426
4920,86.2982,63.881,74.1347,43.7993
5040,86.5881,62.7311,77.5472,40.6632
5160,87.5959,64.8435,72.54,45.7953
5280,86.1999,64.7869,73.8272,41.7515
5400,85.7695,68.3635,71.7984,42.8921
5520,91.4394,75.4419,72.0357,44.6536
5640,86.7313,73.2204,71.8365,43.1118
5760,90.3678,66.8622,74.0483,46.9461
5880,87.2723,65.6735,74.5751,46.3481
6000,85.2695,65.8432,75.7737,46.2921
6120,88.6068,65.6446,76.389,40.8653
6240,87.8515,66.2425,75.7229,41.7194
6360,90.2221,70.9586,78.1367,42.0648
6480,90.5986,67.595,78.4996,41.5889
6600,90.3695,69.9481,77.0279,48.3038
6720,89.9237,66.5201,77.2198,45.0316
6840,92.8713,68.7869,79.9679,43.5944
6960,97.4759,67.8612,74.8528,43.9368
7080,99.5415,69.6512,75.3339,38.8107
7200,99.2924,68.2368,78.0156,42.8603
7320,97.2671,69.0113,80.1333,46.0754
7440,97.6304,77.0508,76.0603,45.2924
7560,97.1207,68.8369,75.5527,48.7378
7680,97.3773,67.6328,79.1625,43.6443
7800,99.42,62.4792,77.3362,43.4244
7920,75.872,54.013,63.6227,43.3897
8040,78.2882,53.1826,64.5267,44.3102
8160,77.0264,46.7294,60.4547,43.6872
8280,76.1994,53.0019,59.0372,45.117
8400,77.849,51.4783,60.2168,42.9806
8520,74.5407,81.639,80.5778,70.9724
8640,77.4372,81.8695,82.487,67.2779
8760,77.4562,78.304,82.0355,68.7746
8880,74.8893,81.6267,81.8788,68.1935
9000,75.341,78.3556,81.4009,70.5972
9120,75.1383,82.4223,80.7994,69.1156
9240,74.9797,78.911,80.3158,69.6523
9360,76.0742,77.6657,81.3586,69.5099
9480,76.6753,80.0366,83.541,69.9538
