Time,FC,PAS,PAM,PAD
-1,89,89,90,74
0,97.9,97.9,99,74
30,98.1486,98.7466,99.7134,74
60,96.4292,99.1542,99.8806,74
90,98.6771,96.7619,99.3254,74
120,97.2477,98.0427,100.356,74
150,109.374,99.1195,108.334,74
180,106.906,98.489,109.272,74
210,109.265,97.8875,109.207,74
240,107.289,96.0905,108.277,74
270,99.3798,100.298,98.2671,74
300,99.1092,95.6035,96.8616,74
330,96.9079,98.5497,99.3136,74
360,96.2498,97.1084,98.342,74
390,95.8853,98.9982,99.9762,74
420,97.1446,96.6571,98.5586,74
450,100.443,96.2698,98.5585,72.5422
480,100.881,100.042,99.7588,75.895
510,96.608,98.7905,100.041,75.817
540,100.481,96.0327,98.6127,75.8456
570,100.021,95.7402,101.203,74.5204
600,99.8955,100.731,97.6149,74.6138
630,96.5789,95.8774,98.361,74.6132
660,97.4856,95.6126,100.253,74.4769
690,94.7349,100.02,101.749,73.1063
720,98.438,100.534,101.558,73.4792
750,98.1663,94.3679,100.988,73.3132
780,98.582,100.922,100.219,74.6049
810,96.1994,96.7516,98.7821,73.3618
840,95.0542,101.955,99.5622,74.2479
870,97.3436,72.9999,77.932,57.4462
900,95.6614,74.3666,78.0916,57.7602
930,95.0564,79.514,82.303,57.7665
960,91.1316,75.7831,81.4047,55.1672
990,93.6025,78.0572,82.5257,59.1712
1020,90.287,76.7086,80.9571,58.2883
1050,91.3325,81.6157,76.8649,59.6373
1080,89.6362,75.7509,79.0317,57.4583
1110,92.9744,76.5032,77.6468,63.1568
1140,90.1705,79.2606,82.6805,61.5579
1170,90.0066,79.2565,82.5583,61.0787
1200,88.9911,104.861,79.9841,55.9145
1230,87.5038,90.4416,80.8848,57.1841
1260,89.8143,100.435,100.059,73.026
1290,90.0706,94.8643,102.366,71.5613
1320,86.6704,98.3801,98.4403,72.0574
1350,85.1868,90.5594,95.9074,70.8948
1380,88.508,100.627,99.1349,74.6194
1410,88.2713,103.897,102.888,72.6701
1440,85.8275,66.9983,71.9286,65.9341
1470,75.1368,66.8225,43.6989,51.6266
1500,75.5385,63.7649,50.826,48.68
1530,73.0998,66.7864,49.0625,52.9664
1560,73.803,70.7201,46.9905,54.7622
1590,74.4923,64.1325,47.4143,52.5004
1620,75.3314,67.2192,49.4123,55.1486
1650,75.3687,62.0467,46.8315,53.4744
1680,79.9308,66.4517,66.3075,54.3554
1710,80.2207,64.3397,63.1582,52.7007
1740,77.9021,62.6244,66.5352,53.4525
1770,78.8689,66.2544,64.3477,52.841
1800,79.8799,59.884,63.9114,55.3744
1830,79.215,64.7096,68.2424,53.5096
1860,80.2932,58.5007,67.5194,53.0846
1890,78.3317,68.3791,70.0742,48.9619
1920,79.5509,63.7608,64.7816,52.4036
1950,79.7015,62.7317,68.8608,51.4677
1980,80.6217,62.3789,67.0958,49.6855
2010,79.144,62.6277,69.6528,51.3305
2040,79.2273,65.0795,62.8687,56.5191
2070,74.718,40.2471,46.807,43.1524
2100,70.3461,47.452,44.2294,38.4771
2130,72.6243,52.4598,52.1476,39.3947
2160,70.5784,42.4863,50.7573,35.2976
2190,76.5224,46.1348,53.1382,34.6082
2220,75.4884,45.162,50.0075,35.266
2250,73.9974,48.4653,52.2767,35.7616
2280,75.1636,45.436,50.1006,38.4305
2310,76.743,45.289,53.4291,35.8014
2340,74.5316,47.7888,53.1389,33.5021
2370,75.3782,47.0767,50.3205,37.8474
2400,71.8783,46.5318,51.542,37.085
2430,72.366,43.0161,54.2967,36.0337
2460,71.1816,44.0199,52.943,36.1597
2490,71.9641,44.7295,48.5548,37.0739
2520,70.6488,48.852,48.923,35.4606
2550,71.4524,46.0789,54.672,35.1687
2580,71.2503,46.7123,52.9388,33.978
2610,85.0123,62.374,66.7572,35.3698
2640,85.0283,59.0839,65.5423,29.0188
2670,75.3693,53.4656,52.8081,31.8978
2700,73.6271,54.9401,53.7811,29.63
2730,74.0533,50.4532,53.272,34.7074
2760,74.1167,55.3427,54.7958,36.4746
2790,75.4996,54.5116,50.4996,33.0656
2820,73.2581,56.0027,53.9391,33.5272
2850,72.8049,58.2595,54.1177,37.226
2880,76.5442,55.2778,52.0418,34.0922
2910,74.5163,54.6989,52.749,36.2766
2940,76.4288,51.6822,55.9179,35.8591
2970,76.2192,54.6329,53.5838,36.0664
3000,74.6943,54.3611,50.1912,38.387
3030,76.9529,57.7476,51.2217,32.4541
3060,73.8994,58.9327,54.8611,37.9516
3090,77.1417,60.5498,57.3999,32.6479
3120,73.2316,49.4768,54.1958,35.8897
3150,75.4191,54.4823,54.54,32.0755
3180,75.4078,50.0572,51.1005,32.4841
3210,75.7325,49.6199,52.4207,39.2583
3240,75.05,52.6563,51.2129,36.0905
3270,74.6219,53.8201,53.4042,35.4251
3300,76.9575,57.9193,48.1115,37.0103
3330,75.9262,55.595,49.6136,32.4285
3360,78.5467,51.9159,50.4734,35.6152
3390,79.3681,54.9948,55.9736,35.6818
3420,79.9984,60.2614,54.3164,35.9348
3450,80.5968,59.3616,51.7434,34.514
3480,93.8931,59.0958,61.6825,35.7954
3510,96.6343,64.5992,59.2735,37.6801
3540,96.2404,64.5326,61.3951,34.9046
3570,95.5472,68.9527,65.7302,32.3383
3600,98.1193,67.8558,61.9698,37.2368
3630,97.3682,67.6165,69.3233,35.5791
3660,99.6648,65.143,61.1034,32.4723
3690,100.659,62.3837,62.991,29.1346
3720,99.2624,67.4022,66.2404,31.4293
3750,102.056,61.8465,70.3837,31.4428
3780,99.5517,65.3414,65.797,29.6903
3810,107.257,66.1928,71.0914,34.0049
3840,109.337,72.8316,66.635,30.1814
3870,109.58,70.2674,66.7837,36.1075
3900,109.022,60.9481,72.6262,33.906
3930,107.317,66.6586,66.0033,28.8112
3960,106.529,66.8372,65.6924,33.2537
3990,110.596,71.0591,67.3027,29.588
4020,109.087,68.0064,65.9107,33.7571
4050,111.424,67.0763,66.7547,32.7901
4080,112.601,67.6017,71.9798,31.4672
4110,114.257,69.4051,65.9432,31.6533
4140,112.002,73.6907,68.256,30.6105
4170,110.476,62.6075,64.5159,33.3055
4200,111.831,68.5576,67.1657,32.4852
4230,112.383,72.6465,69.7689,34.0372
4260,112.66,70.3096,68.2378,36.5133
4290,110.23,64.3325,69.618,33.3597
4320,111.729,74.1689,65.2324,33.5773
4350,113.036,73.0448,73.2696,26.2626
4380,108.601,72.623,69.6386,33.0675
4410,108.525,70.0787,66.8074,29.7567
4440,107.222,70.0058,70.2508,29.5931
4470,106.774,67.2394,66.981,35.1883
4500,105.559,72.946,72.3434,27.2462
4530,104.815,65.4946,69.3469,29.0648
4560,104.703,67.0816,72.437,33.0612
4590,102.601,67.9605,69.5357,30.6294
4620,102.6,71.3024,65.7085,30.7146
4650,104.068,71.4799,67.1483,34.5406
4680,103.61,66.961,66.6746,30.0155
4710,102.784,66.493,70.1279,37.2274
4740,102.687,66.1112,67.0473,33.2489
4770,105.548,65.8252,67.5498,29.4262
4800,106.288,68.0485,69.5478,33.5497
4830,105.387,68.2109,66.4374,32.7687
4860,104.741,70.7793,65.4219,31.8929
4890,105.96,68.6199,64.7919,29.5936
4920,107.81,70.4728,62.5625,33.4608
4950,107.827,65.5413,70.1161,36.6832
4980,106.612,66.8732,67.3112,32.1309
5010,105.16,69.0259,72.4758,35.2699
5040,109.817,73.5176,64.2053,30.8148
5070,107.965,72.0785,69.1689,34.1544
5100,108.18,64.221,74.5703,35.6819
5130,107.175,64.0383,74.4598,35.2667
5160,107.915,69.7396,68.2168,28.479
5190,106.393,66.7095,72.3265,31.1062
5220,108.161,68.8217,65.4105,36.2808
5250,106.782,63.7181,70.3958,37.4965
5280,107.682,64.7465,71.4659,30.1409
5310,107.162,69.9391,68.2915,31.7006
5340,108.993,70.3131,71.1061,28.2573
5370,109.235,69.715,67.3377,34.4351
5400,106.581,66.4196,71.5961,37.3829
5430,108.218,65.2479,70.5397,32.481
5460,107.71,69.838,67.4963,32.6025
5490,108.927,64.4054,66.6835,39.1659
5520,107.89,70.464,73.0681,29.7073
5550,108.75,65.5534,68.004,35.3318
5580,105.977,66.4785,69.299,32.6381
5610,109.776,70.2337,70.403,36.8032
5640,107.834,69.0637,67.6869,34.0195
5670,108.463,68.1452,72.5583,40.0515
5700,108.879,64.6926,70.2552,34.4991
5730,106.151,65.9867,67.8991,35.2887
5760,104.658,70.6608,74.1554,34.6625
5790,105.155,72.0567,72.5899,36.054
5820,107.562,63.3383,70.1593,32.8507
5850,104.661,65.3609,67.8688,33.4109
5880,107.267,68.9443,69.3638,30.5987
5910,106.53,67.8632,69.2531,31.2024
5940,108.888,65.8181,69.7776,36.0473
5970,105.719,69.7891,70.5043,36.4815
6000,107.564,67.9702,70.9585,33.1392
6030,108.386,70.1385,68.0162,37.2716
6060,109.025,64.0958,70.0049,32.5342
6090,107.321,69.1421,68.5512,34.2708
6120,106.069,67.9915,67.0191,33.3477
6150,108.178,65.8884,77.8163,33.6533
6180,107.045,65.763,76.3165,35.2264
6210,107.348,66.8973,71.6684,33.646
6240,106.603,66.8706,72.4424,31.2483
6270,107.218,67.3057,69.2004,33.5256
6300,107.502,67.7092,74.3472,33.7529
6330,105.612,73.2599,71.8736,33.175
6360,108.266,66.8651,72.1337,32.4364
6390,106.56,65.5537,72.3854,30.3877
6420,109.034,67.5391,69.4409,33.2928
6450,106.841,66.8048,71.3198,36.922
6480,105.374,65.3994,70.1738,36.9503
6510,106.002,66.5773,71.7447,35.4717
6540,106.956,71.3683,67.5008,36.8507
6570,105.784,66.7144,71.3359,32.6968
6600,107.553,67.531,68.6364,35.0713
6630,108.779,70.5282,71.9562,36.7147
6660,106.72,66.9303,73.5201,32.6102
6690,105.492,71.0747,73.0346,34.8184
6720,106.71,62.9503,70.7936,32.8563
6750,107.637,72.4896,72.3853,36.5763
6780,105.835,67.6911,69.8908,34.1766
6810,104.936,64.5347,74.3885,31.178
6840,106.301,63.0509,70.3064,34.0074
6870,107.81,68.6935,73.3322,31.3141
6900,109.258,66.4013,75.4312,37.9841
6930,111.381,69.0237,72.559,30.4402
6960,111.345,71.7612,72.6542,36.6832
6990,112.235,68.9537,70.2109,34.5869
7020,111.251,66.1514,70.9001,31.2835
7050,113.444,68.4986,69.9026,36.3552
7080,112.732,71.9765,74.3596,35.6494
7110,113.83,72.5187,71.2165,36.9409
7140,116.821,65.969,67.9574,32.432
7170,116.056,66.3712,69.7759,37.4723
7200,115.624,69.2718,69.635,36.1323
7230,118.86,68.2649,75.0244,33.5838
7260,118.305,69.4003,72.7611,36.811
7290,119.116,71.4398,75.2152,34.583
7320,116.31,67.6651,75.6495,36.9152
7350,118.32,67.6965,76.4243,35.8397
7380,115.861,66.7665,74.5466,32.3388
7410,119.77,69.1664,74.5583,37.4001
7440,118.964,71.1105,73.374,36.8291
7470,116.832,69.5585,74.4905,31.2148
7500,118.094,67.601,70.5081,32.3102
7530,116.888,69.6809,71.095,34.1712
7560,116.658,69.221,73.4336,34.0996
7590,117.502,65.7883,75.2395,35.9264
7620,118.35,70.116,73.09,34.1904
7650,117.252,67.1123,69.7066,35.2017
7680,118.739,64.7778,73.7256,31.6028
7710,118.48,66.9574,75.4999,34.1892
7740,115.132,65.3734,76.9432,32.766
7770,118.161,66.5824,73.578,32.6272
7800,118.661,67.589,72.4575,33.0164
7830,117.244,65.7332,75.8806,30.1008
7860,117.798,67.4328,74.1109,36.4036
7890,118.082,66.3431,70.4683,32.2964
7920,116.001,68.6406,72.8414,35.3287
7950,119.02,68.777,71.342,37.3185
7980,117.084,70.7192,70.2448,35.3831
8010,118.73,66.0611,75.0962,35.4968
8040,119.96,68.7867,70.5298,31.3911
8070,118.703,72.7764,76.5811,35.9629
8100,118.597,71.1921,73.3909,34.0684
8130,117.394,68.4662,72.9699,34.7301
8160,93.8428,50.662,57.7469,34.1549
8190,91.8535,53.9813,58.7173,35.9905
8220,92.634,47.9874,59.6783,33.9649
8250,92.4948,48.0127,57.1545,34.2004
8280,91.3733,50.0986,56.6242,35.8794
8310,95.4631,49.2759,57.835,32.4212
8340,92.905,51.5822,56.8388,32.5776
8370,93.095,49.4079,54.9893,36.5654
8400,95.193,46.8175,57.966,31.0457
8430,93.7431,48.3847,55.8814,32.2096
8460,93.6569,47.9001,55.4847,33.4044
8490,91.6943,49.0337,57.1767,34.9379
8520,95.7193,49.5062,58.5029,34.5195
8550,95.407,49.5662,56.7207,35.0684
8580,85.3615,44.0295,50.7151,34.2901
8610,90.5139,72.1263,80.0029,43.94
8640,93.2167,74.3188,81.3824,57.0883
8670,93.0349,76.1112,79.3242,57.0227
8700,92.9175,72.0899,80.1468,57.7007
8730,94.1048,76.572,82.5914,57.0755
8760,93.4137,75.6139,80.7552,55.1577
8790,92.9202,76.5361,79.3542,57.0178
8820,93.5934,74.8326,80.4614,55.6664
8850,94.0128,74.2312,82.1395,54.7894
8880,91.8433,72.5934,79.2012,55.7545
8910,91.9283,71.7575,80.1219,55.7093
8940,92.3028,73.9817,80.7696,57.8858
8970,92.9445,72.3882,82.3573,57.8168
